Flight Number,Actual,Prediction,Prediction Percentage,Date
6450,1,delayed,0.9950666,2024-05-17
6450,0,not delayed,0.36142072,2024-05-18
6450,0,not delayed,0.09052184,2024-05-15
6450,1,delayed,0.9950691,2024-05-16
6451,1,delayed,0.9948234,2024-05-17
6451,0,not delayed,0.04922758,2024-05-18
6451,1,delayed,0.9964117,2024-05-16
6451,0,delayed,0.5200596,2024-05-19
6451,0,not delayed,0.12614965,2024-05-15
6452,0,not delayed,0.39892957,2024-05-18
6452,0,not delayed,0.07527311,2024-05-15
6452,1,delayed,0.9958829,2024-05-16
6452,1,delayed,0.9895117,2024-05-19
6452,0,not delayed,0.35632086,2024-05-17
6453,1,delayed,0.77888,2024-05-15
6453,0,not delayed,0.050486937,2024-05-17
6453,1,delayed,0.9950691,2024-05-18
6453,0,not delayed,0.04907438,2024-05-16
6453,0,not delayed,0.04196648,2024-05-19
6454,0,not delayed,0.069432616,2024-05-15
6454,0,not delayed,0.039993223,2024-05-19
6454,0,not delayed,0.04097056,2024-05-17
6454,0,not delayed,0.03738974,2024-05-16
6454,1,delayed,0.9950694,2024-05-18
6455,1,delayed,0.9967926,2024-05-17
6455,1,delayed,0.75935525,2024-05-18
6455,0,not delayed,0.039760347,2024-05-16
6455,1,delayed,0.99505866,2024-05-15
6455,1,delayed,0.9950043,2024-05-19
6456,1,delayed,0.9950683,2024-05-16
6456,1,delayed,0.97213334,2024-05-19
6456,1,delayed,0.55067974,2024-05-15
6456,1,delayed,0.9950691,2024-05-17
6456,0,not delayed,0.053830903,2024-05-18
6457,1,delayed,0.9971435,2024-05-16
6457,1,delayed,0.9950687,2024-05-15
6457,0,not delayed,0.043178067,2024-05-18
6457,1,delayed,0.9950691,2024-05-19
6457,0,not delayed,0.2563205,2024-05-17
6458,0,not delayed,0.042339653,2024-05-19
6458,0,not delayed,0.0476924,2024-05-15
6458,1,delayed,0.9950691,2024-05-16
6458,0,not delayed,0.037270308,2024-05-18
6458,1,delayed,0.99478406,2024-05-17
6459,1,delayed,0.9972258,2024-05-18
6459,1,not delayed,0.36621276,2024-05-17
6459,0,not delayed,0.043122515,2024-05-16
6459,1,delayed,0.9950052,2024-05-15
6459,1,delayed,0.9947912,2024-05-19
646,1,delayed,0.9950691,2024-05-18
646,1,delayed,0.99506783,2024-05-15
646,1,delayed,0.9950593,2024-05-17
646,1,delayed,0.63375616,2024-05-16
646,1,delayed,0.9967926,2024-05-19
6460,1,delayed,0.995069,2024-05-18
6460,1,delayed,0.99647933,2024-05-19
6460,0,not delayed,0.042218603,2024-05-16
6460,0,not delayed,0.039756194,2024-05-15
6460,0,not delayed,0.041126743,2024-05-17
6461,0,not delayed,0.06456492,2024-05-19
6461,1,delayed,0.9950691,2024-05-18
6461,1,delayed,0.99495906,2024-05-16
6461,0,not delayed,0.040042784,2024-05-17
6461,1,delayed,0.99721766,2024-05-15
6462,0,not delayed,0.19537899,2024-05-15
6462,0,not delayed,0.050258998,2024-05-16
6462,1,delayed,0.9950691,2024-05-17
6462,1,delayed,0.9950686,2024-05-19
6462,1,delayed,0.99719894,2024-05-18
6463,0,not delayed,0.20837432,2024-05-18
6463,0,not delayed,0.04066857,2024-05-19
6463,0,not delayed,0.04138977,2024-05-15
6463,0,not delayed,0.049455915,2024-05-17
6463,1,not delayed,0.056878787,2024-05-16
6464,0,not delayed,0.40126306,2024-05-18
6464,1,delayed,0.9950686,2024-05-16
6464,1,delayed,0.9967926,2024-05-19
6464,1,delayed,0.9967926,2024-05-17
6464,0,not delayed,0.042393778,2024-05-15
6465,0,not delayed,0.03832421,2024-05-15
6465,0,not delayed,0.1446505,2024-05-18
6465,1,delayed,0.9956166,2024-05-19
6465,1,delayed,0.9317462,2024-05-17
6465,0,not delayed,0.4184271,2024-05-16
6466,0,not delayed,0.04004779,2024-05-17
6466,0,not delayed,0.043460224,2024-05-16
6466,0,not delayed,0.056007925,2024-05-18
6466,1,delayed,0.93815935,2024-05-19
6466,1,delayed,0.9468761,2024-05-15
6467,1,delayed,0.9972237,2024-05-16
6467,1,delayed,0.9950691,2024-05-17
6467,1,delayed,0.99359155,2024-05-19
6467,1,delayed,0.9950685,2024-05-18
6467,1,delayed,0.9948891,2024-05-15
6468,0,not delayed,0.036187537,2024-05-19
6468,0,not delayed,0.037189532,2024-05-17
6468,0,not delayed,0.036629464,2024-05-16
6468,0,not delayed,0.17115897,2024-05-15
6468,0,not delayed,0.041054126,2024-05-18
6469,1,delayed,0.9623871,2024-05-15
6469,0,not delayed,0.04305401,2024-05-18
6469,0,not delayed,0.054321494,2024-05-17
6469,0,not delayed,0.041537255,2024-05-19
6469,0,not delayed,0.26546547,2024-05-16
647,1,delayed,0.99678683,2024-05-18
647,0,not delayed,0.043287225,2024-05-16
647,0,not delayed,0.1349069,2024-05-17
647,0,not delayed,0.24595542,2024-05-15
647,0,not delayed,0.1939815,2024-05-19
6470,1,delayed,0.99316543,2024-05-18
6470,1,delayed,0.9950569,2024-05-17
6470,0,not delayed,0.13819958,2024-05-15
6470,1,delayed,0.97816145,2024-05-16
6470,0,not delayed,0.4224561,2024-05-19
6471,1,delayed,0.9963706,2024-05-16
6471,0,not delayed,0.10902428,2024-05-15
6471,1,delayed,0.98879844,2024-05-18
6471,0,not delayed,0.039620414,2024-05-17
6471,1,delayed,0.9950423,2024-05-19
6472,0,not delayed,0.042028986,2024-05-17
6472,1,delayed,0.9972258,2024-05-18
6472,1,delayed,0.9964909,2024-05-16
6472,1,delayed,0.6983291,2024-05-15
6472,0,not delayed,0.036225937,2024-05-19
6473,1,delayed,0.99506897,2024-05-17
6473,1,delayed,0.9950691,2024-05-18
6473,0,not delayed,0.04828913,2024-05-15
6473,1,delayed,0.9972163,2024-05-19
6473,1,delayed,0.9972258,2024-05-16
6474,1,delayed,0.9950691,2024-05-15
6474,1,delayed,0.9972258,2024-05-16
6474,1,delayed,0.9950691,2024-05-19
6474,1,delayed,0.951377,2024-05-17
6474,0,not delayed,0.039439496,2024-05-18
6475,1,delayed,0.9971568,2024-05-15
6475,0,not delayed,0.043430172,2024-05-19
6475,0,not delayed,0.05017059,2024-05-18
6475,0,not delayed,0.11563546,2024-05-17
6475,0,not delayed,0.11210266,2024-05-16
6476,1,delayed,0.9967926,2024-05-15
6476,1,delayed,0.9967926,2024-05-16
6476,1,delayed,0.99448216,2024-05-18
6476,0,not delayed,0.13598776,2024-05-19
6476,1,delayed,0.9967924,2024-05-17
6477,1,delayed,0.99443686,2024-05-19
6477,1,delayed,0.9950588,2024-05-17
6477,1,delayed,0.9962359,2024-05-16
6477,0,not delayed,0.17639934,2024-05-15
6477,0,not delayed,0.053657193,2024-05-18
6478,0,not delayed,0.045321602,2024-05-17
6478,1,delayed,0.99557817,2024-05-18
6478,0,not delayed,0.037551653,2024-05-19
6478,0,not delayed,0.03999155,2024-05-16
6478,1,delayed,0.9950691,2024-05-15
6479,0,not delayed,0.1981837,2024-05-19
6479,1,delayed,0.9950691,2024-05-18
6479,1,delayed,0.9944083,2024-05-17
6479,1,delayed,0.99506867,2024-05-16
6479,1,delayed,0.9972254,2024-05-15
648,0,not delayed,0.043408442,2024-05-15
648,0,not delayed,0.05179864,2024-05-17
648,1,delayed,0.9933677,2024-05-19
648,0,not delayed,0.041700255,2024-05-18
648,0,not delayed,0.04620847,2024-05-16
6480,1,delayed,0.9358235,2024-05-17
6480,1,delayed,0.99722576,2024-05-19
6480,1,delayed,0.9967058,2024-05-15
6480,1,delayed,0.99500275,2024-05-16
6480,1,delayed,0.9950511,2024-05-18
6481,1,delayed,0.99722576,2024-05-16
6481,1,delayed,0.99722576,2024-05-17
6481,0,not delayed,0.04093145,2024-05-19
6481,1,delayed,0.6920415,2024-05-18
6481,1,not delayed,0.318148,2024-05-15
6482,1,delayed,0.99506354,2024-05-17
6482,1,delayed,0.98117095,2024-05-15
6482,1,delayed,0.9972251,2024-05-16
6482,0,not delayed,0.037693113,2024-05-18
6482,0,not delayed,0.041133605,2024-05-19
6483,1,delayed,0.99506843,2024-05-16
6483,1,delayed,0.99086004,2024-05-17
6483,1,delayed,0.99506867,2024-05-18
6483,0,not delayed,0.045577593,2024-05-19
6483,1,delayed,0.9950691,2024-05-15
6484,0,not delayed,0.051559545,2024-05-19
6484,0,not delayed,0.05863003,2024-05-16
6484,1,delayed,0.9896456,2024-05-15
6484,1,delayed,0.9950691,2024-05-18
6484,0,not delayed,0.042865742,2024-05-17
6485,1,delayed,0.99506706,2024-05-19
6485,1,delayed,0.9950691,2024-05-17
6485,0,not delayed,0.06484575,2024-05-16
6485,0,not delayed,0.04629749,2024-05-18
6485,0,not delayed,0.04335706,2024-05-15
6486,0,not delayed,0.04194417,2024-05-18
6486,0,not delayed,0.03926799,2024-05-17
6486,0,not delayed,0.03847006,2024-05-15
6486,1,delayed,0.9972258,2024-05-16
6486,1,delayed,0.5643723,2024-05-19
6487,1,delayed,0.9946507,2024-05-17
6487,1,delayed,0.91434634,2024-05-16
6487,0,not delayed,0.039608248,2024-05-18
6487,1,delayed,0.9950543,2024-05-19
6487,1,delayed,0.9950691,2024-05-15
6488,1,delayed,0.9363299,2024-05-17
6488,1,delayed,0.9917549,2024-05-15
6488,1,delayed,0.9742428,2024-05-19
6488,1,delayed,0.9956207,2024-05-18
6488,0,not delayed,0.06043498,2024-05-16
6489,1,delayed,0.9836032,2024-05-18
6489,1,delayed,0.98728615,2024-05-15
6489,0,not delayed,0.25135416,2024-05-16
6489,1,delayed,0.64881724,2024-05-17
6489,0,not delayed,0.21023302,2024-05-19
649,0,not delayed,0.04231006,2024-05-18
649,1,not delayed,0.4941423,2024-05-16
649,1,not delayed,0.04579613,2024-05-17
649,1,delayed,0.8306315,2024-05-15
649,1,delayed,0.9937071,2024-05-19
6490,0,not delayed,0.0477666,2024-05-18
6490,1,delayed,0.92796755,2024-05-15
6490,1,delayed,0.99506766,2024-05-19
6490,1,delayed,0.99505794,2024-05-16
6490,1,delayed,0.99399394,2024-05-17
6491,1,delayed,0.99506086,2024-05-18
6491,1,delayed,0.99504274,2024-05-19
6491,1,delayed,0.997223,2024-05-16
6491,0,not delayed,0.04629482,2024-05-15
6491,0,not delayed,0.0374131,2024-05-17
6492,1,delayed,0.99722564,2024-05-16
6492,1,delayed,0.9950691,2024-05-18
6492,1,delayed,0.9970943,2024-05-17
6492,0,not delayed,0.03990995,2024-05-19
6492,0,not delayed,0.0616972,2024-05-15
6493,0,not delayed,0.10454692,2024-05-19
6493,0,not delayed,0.06615876,2024-05-15
6493,1,delayed,0.9950691,2024-05-17
6493,1,delayed,0.9950691,2024-05-16
6493,0,not delayed,0.045303676,2024-05-18
6494,1,delayed,0.995069,2024-05-17
6494,1,delayed,0.9950457,2024-05-16
6494,0,not delayed,0.039414376,2024-05-19
6494,1,delayed,0.9971645,2024-05-18
6494,1,delayed,0.99506366,2024-05-15
6495,0,not delayed,0.11577077,2024-05-15
6495,1,delayed,0.99679226,2024-05-16
6495,1,delayed,0.9950691,2024-05-19
6495,0,not delayed,0.036672566,2024-05-18
6495,1,delayed,0.9950691,2024-05-17
6496,1,delayed,0.99506885,2024-05-19
6496,0,not delayed,0.04034508,2024-05-18
6496,0,not delayed,0.04975256,2024-05-17
6496,1,delayed,0.9950691,2024-05-16
6496,0,not delayed,0.042005956,2024-05-15
6497,1,delayed,0.99506897,2024-05-19
6497,1,delayed,0.95899934,2024-05-16
6497,0,not delayed,0.049028564,2024-05-18
6497,0,not delayed,0.04862674,2024-05-17
6497,1,delayed,0.9950661,2024-05-15
6498,1,delayed,0.9948488,2024-05-15
6498,1,delayed,0.9972254,2024-05-19
6498,0,not delayed,0.03864029,2024-05-17
6498,0,not delayed,0.045492727,2024-05-16
6498,1,delayed,0.9950686,2024-05-18
6499,1,delayed,0.99712664,2024-05-17
6499,1,delayed,0.9972258,2024-05-16
6499,1,delayed,0.9950691,2024-05-19
6499,1,delayed,0.9972258,2024-05-18
6499,1,delayed,0.99643844,2024-05-15
65,0,not delayed,0.039937504,2024-05-17
65,1,delayed,0.6244351,2024-05-18
65,0,not delayed,0.039370835,2024-05-19
65,0,not delayed,0.039709974,2024-05-15
65,1,delayed,0.9950657,2024-05-16
650,1,delayed,0.80353296,2024-05-19
650,1,delayed,0.9950691,2024-05-17
650,0,not delayed,0.09551208,2024-05-18
650,0,delayed,0.6319097,2024-05-15
650,1,delayed,0.99499965,2024-05-16
6500,1,delayed,0.99507105,2024-05-19
6500,1,delayed,0.99625325,2024-05-15
6500,1,delayed,0.9967122,2024-05-18
6500,0,not delayed,0.04350712,2024-05-17
6500,0,not delayed,0.120246276,2024-05-16
6501,1,delayed,0.99678844,2024-05-16
6501,1,delayed,0.9942323,2024-05-15
6501,0,not delayed,0.04118151,2024-05-17
6501,0,delayed,0.96067333,2024-05-19
6501,0,not delayed,0.048139643,2024-05-18
6502,1,delayed,0.99679244,2024-05-18
6502,1,delayed,0.9967922,2024-05-15
6502,0,not delayed,0.07148277,2024-05-17
6502,1,delayed,0.73547757,2024-05-19
6502,0,not delayed,0.12814529,2024-05-16
6503,1,delayed,0.99506515,2024-05-18
6503,1,delayed,0.99722576,2024-05-15
6503,1,delayed,0.9967926,2024-05-16
6503,0,not delayed,0.040232375,2024-05-17
6503,1,delayed,0.9909528,2024-05-19
6504,0,not delayed,0.07525863,2024-05-17
6504,1,delayed,0.9950691,2024-05-16
6504,1,delayed,0.9972258,2024-05-15
6504,1,delayed,0.99716663,2024-05-18
6504,0,not delayed,0.036901113,2024-05-19
6505,1,not delayed,0.2743415,2024-05-19
6505,0,not delayed,0.03631051,2024-05-16
6505,0,not delayed,0.048236847,2024-05-18
6505,1,delayed,0.99476635,2024-05-15
6505,0,not delayed,0.03820935,2024-05-17
6506,1,delayed,0.9597903,2024-05-19
6506,1,delayed,0.9972258,2024-05-18
6506,1,delayed,0.99506885,2024-05-16
6506,0,not delayed,0.04453293,2024-05-17
6506,1,delayed,0.9971099,2024-05-15
6507,1,delayed,0.9972258,2024-05-16
6507,1,delayed,0.99722576,2024-05-17
6507,1,delayed,0.5938508,2024-05-19
6507,1,delayed,0.9969372,2024-05-15
6507,0,not delayed,0.49962077,2024-05-18
6508,0,not delayed,0.04360861,2024-05-17
6508,1,delayed,0.9950099,2024-05-19
6508,0,not delayed,0.038609162,2024-05-15
6508,1,delayed,0.99335885,2024-05-18
6508,0,not delayed,0.13741668,2024-05-16
6509,0,not delayed,0.06544169,2024-05-18
6509,1,delayed,0.76774955,2024-05-17
6509,0,not delayed,0.03696697,2024-05-16
6509,0,not delayed,0.061457075,2024-05-19
6509,1,delayed,0.7085205,2024-05-15
651,0,not delayed,0.04682642,2024-05-17
651,0,not delayed,0.044155333,2024-05-15
651,1,delayed,0.9950691,2024-05-16
651,0,not delayed,0.043998286,2024-05-18
651,1,delayed,0.9950691,2024-05-19
6510,0,not delayed,0.036948003,2024-05-15
6510,1,delayed,0.8230437,2024-05-19
6510,1,delayed,0.9967762,2024-05-18
6510,0,not delayed,0.2392595,2024-05-16
6510,0,not delayed,0.2848991,2024-05-17
6511,0,not delayed,0.0543217,2024-05-18
6511,1,delayed,0.99241346,2024-05-17
6511,0,not delayed,0.042312067,2024-05-15
6511,1,delayed,0.9951643,2024-05-19
6511,1,delayed,0.9972072,2024-05-16
6512,1,delayed,0.9947436,2024-05-19
6512,1,delayed,0.98996055,2024-05-16
6512,0,not delayed,0.043373473,2024-05-18
6512,0,not delayed,0.041394684,2024-05-17
6512,0,not delayed,0.051918663,2024-05-15
6513,1,delayed,0.99505097,2024-05-16
6513,1,delayed,0.99506885,2024-05-18
6513,1,delayed,0.9941296,2024-05-19
6513,0,not delayed,0.072724245,2024-05-15
6513,0,not delayed,0.04929369,2024-05-17
6514,0,not delayed,0.04389765,2024-05-17
6514,1,delayed,0.99710524,2024-05-19
6514,0,not delayed,0.04015996,2024-05-18
6514,0,not delayed,0.03793504,2024-05-15
6514,1,delayed,0.9963311,2024-05-16
6515,0,not delayed,0.03971515,2024-05-19
6515,1,delayed,0.9914228,2024-05-16
6515,1,delayed,0.8991395,2024-05-15
6515,1,delayed,0.9966207,2024-05-17
6515,1,delayed,0.9950691,2024-05-18
6516,1,delayed,0.9972258,2024-05-15
6516,0,not delayed,0.04647618,2024-05-18
6516,1,delayed,0.98982644,2024-05-16
6516,0,not delayed,0.11003377,2024-05-17
6516,0,not delayed,0.052887253,2024-05-19
6517,1,delayed,0.994686,2024-05-18
6517,0,not delayed,0.050380502,2024-05-19
6517,0,not delayed,0.13826059,2024-05-17
6517,1,delayed,0.99506396,2024-05-16
6517,0,not delayed,0.044762477,2024-05-15
6518,1,delayed,0.9950691,2024-05-18
6518,0,not delayed,0.037931412,2024-05-15
6518,0,delayed,0.5903711,2024-05-17
6518,1,delayed,0.99506843,2024-05-19
6518,1,delayed,0.9950691,2024-05-16
6519,0,not delayed,0.042648423,2024-05-19
6519,0,not delayed,0.28137305,2024-05-16
6519,1,delayed,0.9950691,2024-05-17
6519,0,not delayed,0.07486512,2024-05-15
652,0,not delayed,0.046093225,2024-05-16
652,0,not delayed,0.14834997,2024-05-15
652,1,delayed,0.9972258,2024-05-18
652,1,not delayed,0.056568578,2024-05-17
652,1,delayed,0.99483687,2024-05-19
6520,0,not delayed,0.04446944,2024-05-16
6520,0,not delayed,0.29496413,2024-05-17
6520,1,delayed,0.9948975,2024-05-19
6520,0,not delayed,0.04737078,2024-05-18
6520,1,delayed,0.94786245,2024-05-15
6521,0,not delayed,0.05961544,2024-05-17
6521,1,delayed,0.9972258,2024-05-16
6521,1,delayed,0.9624819,2024-05-19
6521,0,delayed,0.7641536,2024-05-15
6521,1,delayed,0.9950691,2024-05-18
6522,0,not delayed,0.039874297,2024-05-17
6522,1,not delayed,0.04117879,2024-05-15
6522,0,not delayed,0.041517325,2024-05-19
6522,0,not delayed,0.041819476,2024-05-16
6522,0,not delayed,0.049510628,2024-05-18
6523,1,not delayed,0.09812556,2024-05-16
6523,0,not delayed,0.036463223,2024-05-19
6523,1,delayed,0.9950691,2024-05-18
6523,1,not delayed,0.04131211,2024-05-15
6523,0,not delayed,0.05147034,2024-05-17
6524,0,not delayed,0.03608703,2024-05-18
6524,0,not delayed,0.04351881,2024-05-17
6524,0,not delayed,0.040148508,2024-05-19
6524,0,not delayed,0.036276117,2024-05-16
6524,1,delayed,0.9950688,2024-05-15
6525,1,delayed,0.9950691,2024-05-15
6525,1,delayed,0.9967926,2024-05-18
6525,1,delayed,0.9967581,2024-05-16
6525,0,not delayed,0.046192963,2024-05-19
6525,0,not delayed,0.42340308,2024-05-17
6526,1,delayed,0.9918646,2024-05-19
6526,0,not delayed,0.040800102,2024-05-17
6526,0,not delayed,0.057771426,2024-05-15
6526,0,not delayed,0.054998633,2024-05-18
6526,0,not delayed,0.039601833,2024-05-16
6527,1,delayed,0.9967926,2024-05-19
6527,0,not delayed,0.09498894,2024-05-16
6527,0,not delayed,0.03991233,2024-05-17
6527,1,delayed,0.9967884,2024-05-15
6527,1,delayed,0.9967924,2024-05-18
6528,1,delayed,0.9967925,2024-05-19
6528,0,delayed,0.69764215,2024-05-15
6528,1,delayed,0.9948624,2024-05-17
6528,0,not delayed,0.06235027,2024-05-16
6528,0,not delayed,0.049414955,2024-05-18
6529,1,delayed,0.9950691,2024-05-18
6529,0,not delayed,0.036381464,2024-05-15
6529,0,not delayed,0.1802886,2024-05-17
6529,1,delayed,0.9829188,2024-05-19
6529,0,not delayed,0.042801913,2024-05-16
653,1,delayed,0.9149337,2024-05-18
653,0,not delayed,0.040084183,2024-05-16
653,0,not delayed,0.041631855,2024-05-15
653,1,delayed,0.9949583,2024-05-19
653,0,not delayed,0.043848984,2024-05-17
6530,1,not delayed,0.11642483,2024-05-18
6530,0,not delayed,0.047791578,2024-05-15
6530,1,delayed,0.99505055,2024-05-19
6530,0,not delayed,0.041123264,2024-05-16
6530,0,not delayed,0.114101805,2024-05-17
6531,0,not delayed,0.037011653,2024-05-19
6531,1,delayed,0.9950691,2024-05-18
6531,1,delayed,0.96997684,2024-05-16
6531,0,not delayed,0.040468957,2024-05-17
6531,0,not delayed,0.07018221,2024-05-15
6532,0,not delayed,0.0583617,2024-05-18
6532,0,not delayed,0.042647846,2024-05-16
6532,0,not delayed,0.04114737,2024-05-19
6532,0,not delayed,0.042842876,2024-05-17
6532,1,delayed,0.5021899,2024-05-15
6533,0,not delayed,0.055685736,2024-05-17
6533,1,delayed,0.9972141,2024-05-18
6533,0,not delayed,0.037750255,2024-05-19
6533,0,not delayed,0.041504215,2024-05-15
6533,0,not delayed,0.040913586,2024-05-16
6534,1,delayed,0.98827404,2024-05-17
6534,0,not delayed,0.043514315,2024-05-18
6534,1,delayed,0.996919,2024-05-19
6534,1,delayed,0.8770288,2024-05-15
6534,0,not delayed,0.06831513,2024-05-16
6535,0,delayed,0.9784021,2024-05-15
6535,1,delayed,0.9950685,2024-05-18
6535,0,not delayed,0.051393423,2024-05-17
6535,1,delayed,0.99502796,2024-05-16
6535,0,not delayed,0.04121547,2024-05-19
6536,0,not delayed,0.05463196,2024-05-16
6536,1,delayed,0.9972258,2024-05-18
6536,0,not delayed,0.03943938,2024-05-15
6536,1,not delayed,0.20030999,2024-05-17
6536,1,delayed,0.9969392,2024-05-19
6537,0,not delayed,0.13563924,2024-05-17
6537,0,not delayed,0.03897065,2024-05-19
6537,1,delayed,0.9971944,2024-05-16
6537,0,not delayed,0.12098194,2024-05-18
6537,0,not delayed,0.057984013,2024-05-15
6538,1,delayed,0.9972258,2024-05-17
6538,1,delayed,0.996953,2024-05-18
6538,0,not delayed,0.049582843,2024-05-15
6538,1,delayed,0.9972258,2024-05-19
6538,0,not delayed,0.16014099,2024-05-16
6539,0,not delayed,0.045459,2024-05-17
6539,1,delayed,0.77369255,2024-05-16
6539,1,delayed,0.9967926,2024-05-19
6539,1,delayed,0.9967926,2024-05-18
6539,0,not delayed,0.04879874,2024-05-15
654,1,delayed,0.5311993,2024-05-17
654,1,delayed,0.99580306,2024-05-19
654,1,delayed,0.99493587,2024-05-16
654,0,not delayed,0.03945192,2024-05-15
654,0,not delayed,0.073764704,2024-05-18
6540,1,delayed,0.9954137,2024-05-15
6544,0,not delayed,0.048424423,2024-05-16
6546,1,delayed,0.9935611,2024-05-19
655,1,delayed,0.8020566,2024-05-16
655,1,delayed,0.9950664,2024-05-15
655,1,delayed,0.6117291,2024-05-18
655,1,delayed,0.9950691,2024-05-19
655,1,delayed,0.9950691,2024-05-17
6550,0,not delayed,0.08718462,2024-05-17
6552,0,not delayed,0.12637964,2024-05-17
6554,0,not delayed,0.04593775,2024-05-19
6556,1,delayed,0.93971527,2024-05-16
6556,1,delayed,0.9950691,2024-05-19
6557,0,not delayed,0.03733373,2024-05-19
6558,0,not delayed,0.04402341,2024-05-15
6559,0,not delayed,0.069783196,2024-05-16
6559,1,delayed,0.99506825,2024-05-18
656,0,not delayed,0.04222555,2024-05-19
656,0,not delayed,0.04030732,2024-05-18
656,1,delayed,0.995069,2024-05-17
656,1,delayed,0.83417046,2024-05-16
656,0,not delayed,0.04602383,2024-05-15
6560,1,delayed,0.9972258,2024-05-18
6561,0,not delayed,0.051214427,2024-05-18
6562,0,not delayed,0.055775292,2024-05-18
6562,1,delayed,0.9932759,2024-05-16
6564,0,not delayed,0.040684167,2024-05-16
6565,1,delayed,0.9950428,2024-05-19
6565,1,delayed,0.9950691,2024-05-18
6567,0,not delayed,0.042445768,2024-05-19
657,1,not delayed,0.042465262,2024-05-16
657,0,not delayed,0.04168552,2024-05-17
657,0,not delayed,0.08202555,2024-05-15
657,1,delayed,0.99503124,2024-05-19
657,0,not delayed,0.04204851,2024-05-18
6572,0,not delayed,0.040421072,2024-05-19
6573,0,not delayed,0.47210553,2024-05-17
6573,0,not delayed,0.03980138,2024-05-19
6577,1,delayed,0.9950691,2024-05-19
6579,1,not delayed,0.05195049,2024-05-17
658,0,not delayed,0.07524171,2024-05-15
658,0,not delayed,0.040828466,2024-05-19
658,0,not delayed,0.05316444,2024-05-16
658,1,delayed,0.99721235,2024-05-18
658,0,not delayed,0.039001077,2024-05-17
6580,1,delayed,0.99667275,2024-05-17
6580,1,delayed,0.9950691,2024-05-15
6581,0,not delayed,0.037377898,2024-05-17
6583,0,not delayed,0.09023151,2024-05-18
6583,0,not delayed,0.039922327,2024-05-16
6584,1,delayed,0.8903718,2024-05-16
6586,0,not delayed,0.04063503,2024-05-19
6586,1,delayed,0.9972258,2024-05-15
6586,0,not delayed,0.03793824,2024-05-18
6586,0,not delayed,0.045910403,2024-05-16
6586,1,delayed,0.9950589,2024-05-17
6588,1,delayed,0.99506843,2024-05-17
6589,0,not delayed,0.04391677,2024-05-19
659,1,delayed,0.9967926,2024-05-17
659,1,delayed,0.9961875,2024-05-15
659,1,delayed,0.9967926,2024-05-16
659,1,delayed,0.99541384,2024-05-18
659,1,delayed,0.9235908,2024-05-19
6590,0,not delayed,0.12643172,2024-05-15
6594,1,delayed,0.7524628,2024-05-16
6595,0,not delayed,0.11154042,2024-05-19
6595,0,not delayed,0.042871624,2024-05-15
6595,1,not delayed,0.33141,2024-05-18
6596,0,not delayed,0.04242232,2024-05-17
6596,1,delayed,0.9972258,2024-05-16
6598,0,not delayed,0.040892377,2024-05-18
6599,1,not delayed,0.48748127,2024-05-16
6599,1,delayed,0.9950691,2024-05-15
6599,0,not delayed,0.04597883,2024-05-17
6599,0,not delayed,0.040621895,2024-05-18
6599,1,delayed,0.99679255,2024-05-19
66,0,not delayed,0.040493727,2024-05-15
66,0,not delayed,0.04212043,2024-05-19
66,0,not delayed,0.040215887,2024-05-17
66,1,delayed,0.9950691,2024-05-16
66,1,delayed,0.99121463,2024-05-18
660,1,delayed,0.9950691,2024-05-16
660,1,delayed,0.99506867,2024-05-17
660,0,not delayed,0.042694047,2024-05-19
660,1,not delayed,0.041654367,2024-05-18
660,1,delayed,0.98174906,2024-05-15
6603,1,delayed,0.9783979,2024-05-15
6603,0,not delayed,0.15183035,2024-05-16
6604,0,not delayed,0.06505168,2024-05-16
6607,0,not delayed,0.04376761,2024-05-16
6608,1,not delayed,0.35340783,2024-05-19
6608,0,not delayed,0.040278204,2024-05-18
6609,0,not delayed,0.0453299,2024-05-19
661,1,delayed,0.9954137,2024-05-18
661,0,not delayed,0.041446164,2024-05-16
661,1,delayed,0.9950705,2024-05-17
661,0,not delayed,0.071613386,2024-05-19
661,0,not delayed,0.046753053,2024-05-15
6610,1,delayed,0.995034,2024-05-15
6612,1,delayed,0.9965432,2024-05-15
6616,0,not delayed,0.096824154,2024-05-16
6616,0,not delayed,0.17177269,2024-05-19
6616,0,not delayed,0.041747287,2024-05-17
6616,1,delayed,0.68278813,2024-05-15
6619,0,not delayed,0.050888088,2024-05-17
6619,0,not delayed,0.08610863,2024-05-16
662,0,not delayed,0.040460415,2024-05-15
662,0,not delayed,0.22062379,2024-05-17
662,0,not delayed,0.04268965,2024-05-16
662,0,not delayed,0.044821884,2024-05-18
662,0,not delayed,0.041674607,2024-05-19
6622,0,not delayed,0.07781469,2024-05-18
663,1,delayed,0.9950691,2024-05-18
663,0,not delayed,0.10574517,2024-05-16
663,0,not delayed,0.04050428,2024-05-15
663,1,delayed,0.97335523,2024-05-19
663,1,delayed,0.9133763,2024-05-17
6632,1,delayed,0.9950678,2024-05-15
6636,1,delayed,0.9889677,2024-05-17
6638,1,delayed,0.9944635,2024-05-15
6639,1,delayed,0.7797936,2024-05-15
664,1,delayed,0.9950691,2024-05-17
664,0,not delayed,0.044929996,2024-05-16
664,1,not delayed,0.41049618,2024-05-19
664,1,delayed,0.99538547,2024-05-15
664,0,not delayed,0.040891238,2024-05-18
6640,1,delayed,0.9671889,2024-05-16
6645,1,delayed,0.9967926,2024-05-18
